cluster_id,n_posts,n_authors,span_min,median_echo_lag_min,echoes_within_60min,seed_handle,seed_followers,text
1892,2,2,12.0,12.0,1,ntvkenya,5352499,Tassia residents in Nairobi protest against alleged grabbing of public land by a private developer https://t.co/a9BJWZQY
1894,3,2,450.3,309.3,0,KTNNewsKE,879240,"Murang'a Senator Joe Nyutu has accused the government of intimidation in the Ol Kalou by-election, also faulting the Ind"
1895,6,2,1737.5,102.4,0,NationAfrica,4265144,"Kenyan truck driver in US dies after vehicle plunges into pond 
https://t.co/WzIezQof8n"
1906,4,2,92.5,13.5,1,NationAfrica,4265144,Ol Kalou by-election: PRP's Timothy Kariuki speaks after casting his vote at Kieni polling station https://t.co/k2ABzWSK
1916,2,2,25.9,25.9,1,enaicca,1214,@MarthaKarua @EriasLukwago @JudiciaryUG @ug_lawsociety @ymahmoudali @AUC_PAPS @ACHPR @UNHumanRights @UN_HRC @antoniogute
1917,4,2,370.0,40.9,1,KTNNewsKE,879240,"Kenya now has a legal vehicle to save part of its oil, mineral and privatisation earnings, locking the money away from p"
1922,3,2,570.0,75.0,0,KTNNewsKE,879240,The Kenya National Union of Teachers (KNUT) has demanded the immediate release of dues owed to teachers who served as ex
1929,2,2,10941.5,10941.5,0,Mnauwoo,8855,@Isaac_Otwoma The 6th
1951,3,2,1236.2,1157.3,0,curtis_samwel,12191,@gabrieloguda What was uhuru doing with our money 😂
1956,10,10,24494.7,15919.2,0,OkiyaOmtatah,417429,🙏🏾🙏🏾
1990,3,2,1610.0,870.1,0,ntvkenya,5352499,What to do when your child is a saint at home but wicked away https://t.co/ffdrv9fbpd
1992,2,2,690.1,690.1,0,StandardKenya,2732827,Siaya County Referral Hospital has received a consignment of medical equipment aimed at improving maternal and newborn c
1995,2,2,416.1,416.1,0,citizentvkenya,6853796,"Omwansa M Omwansa: Singapore tunafika. Mimi sina job, mimi ni student, I am a law student. Saa hii napiga shughuli nijue"
2000,5,2,1538.0,47.5,1,NationAfrica,4265144,"Anti-FGM Board under fire over Sh100 million spending, campaign details #NationGender 
https://t.co/VFxSiA48H1"
2025,2,2,15.0,15.0,1,NationAfrica,4265144,Secondary School Games: Kitui County says it's ready to defend its Eastern Region title https://t.co/jPFd4qJa1M
2030,44,44,30184.2,15675.8,0,DirectorKenito,9523,@Kibet_bull Kwani GACHAGUA hakujua hii
2045,3,2,584.5,584.3,0,Adele_lide,34708,"BREAKING NEWS:

Rigathi Gachagua is pushing for John Methu over Sifuna as Kalonzo's running mate 

Gachagua has insisted"
2048,2,2,126.5,126.5,0,EssayAuthors247,17984,"The Questions surrounding the DCP Olkalou Scam cannot be ignored. Leadership begins with transparency, especially when h"
2052,2,2,380.8,380.8,0,StandardKenya,2732827,"The Coast regional Directorate of Criminal Investigations (DCI) boss Benson Kasyoki has warned the residents of Kwale, M"
2061,2,2,400.1,400.1,0,NationAfrica,4265144,"How driver shortage stalls trade in East Africa
 
https://t.co/ia0rLDmB7d"
2103,2,2,64.5,64.5,0,ntvkenya,5352499,"High Court orders police to return electronic gadgets to Halima Ngache, woman accused of tracking President Ruto's fligh"
2107,8,2,1870.0,50.9,1,NationAfrica,4265144,"PrEP uptake collapses by 80pc as donor funding dries up #HealthyNation 
https://t.co/QnSO9PoRz9"
2116,2,2,86.9,86.9,0,Naomikibandi,143175,"Olkalou Constituency Wards 

1. Kanjuiri Ridge Ward votes 15,596.      

2. Rurii Ward   votes 15,572.

3. Mirangine war"
2117,4,2,1751.0,206.5,0,NationAfrica,4265144,"One mother's story of stillbirth, miscarriage, and the courage to try again #NationGender 
https://t.co/W6MU71XETs"
2118,2,2,560.0,560.0,0,ntvkenya,5352499,"Nairobi set to be Africa’s largest megacity by 2050 

https://t.co/efqYvAj7Er https://t.co/maAFyJcth0"
2122,2,2,97.1,97.1,0,StandardKenya,2732827,Ruling party candidate Samuel Muchina has pledged to accept the outcome of Thursday's Ol Kalou parliamentary by-election
2123,2,2,1.5,1.5,1,KTNNewsKE,879240,"Vote counting begins in Ol Kalou after polls closed at 5pm, IEBC officials tallying ballots and posting results at polli"
2128,3,3,27.1,26.3,2,citizentvkenya,6853796,"Eric Omondi: We are not just going to be on the streets; we are going to take action, but we will not leave the streets."
2148,3,2,1873.4,50.5,1,NationAfrica,4265144,"Detectives turn to slain lawyer's phone records to reconstruct final hours 
https://t.co/3zaFfPzNF5"
2150,3,2,1660.0,650.0,0,ntvkenya,5352499,Troubling rise of Ebirongo: The female goons stirring political violence in Kisii https://t.co/ivUphYTv9L
2152,9,9,75.5,28.2,7,_zack255,94504,"KILICHOTOKEA TAREHE 7/7 NI KIELELEZO CHA UONGOZI IMARA

Ameandika Omary Kishimba, Mchambuzi wa Masuala ya Uongozi na Uta"
2154,4,3,29838.4,10932.8,0,newto_code_14,15986,Mr. President 🇰🇪 💯        #SisiNdioSifuna https://t.co/acL0HSZrBd
2160,4,2,1440.0,290.0,0,ntvkenya,5352499,The World Cup's hidden runners: Referees keep pace with players and pressure https://t.co/2rfpWtxa2Q
2161,4,4,2780.8,1400.2,0,central_sage,455953,"Kabinda sous menace.  
Le Ministre des ITPR John Banza Lunda qualifie l’érosion ""Ya Kasongo"" d’urgence nationale.  
Caus"
2164,4,4,16.1,1.2,3,NairobiNews254,945,Matiangi meets Ambassador of the State of Israel to Kenya Gideon Behar at his Karen office in Nairobi https://t.co/0mFQi
2166,3,2,465.1,55.0,1,StandardKenya,2732827,The Kakamega County Assembly's Committee on Finance and Economic Planning has directed the county's two water service pr
2168,3,3,226.1,141.0,1,orengo_james,1676746,"It is a national shame to hear ODM Linda Tumbo beg William Ruto to become a ""benevolent dictator."" Let’s be clear: Ruto "
2172,2,2,161.0,161.0,0,jmuragengunjiri,5171,DCP candidate Sammy Douglas Kamau Waweru reveals Ol Kalou  OCS Wairimu &amp; OCPD Kamau have been reshuffled and replace
2178,24,18,1340.7,314.0,4,hillary001_,16319,"Kenya's civic space is evolving, and @Viongozy is leading the way with the Viongozy Mobile App. From community discussio"
2190,7,2,2735.5,1295.5,0,ntvkenya,5352499,"Join the conversation this Sunday at 6:00 PM on Healthy Nation as we discuss men’s mental health, break the stigma, and "
2196,2,2,64.0,64.0,0,GameYetu,76513,"#FIFAWorldCup: Belgium 🇧🇪 coach Rudi Garcia has backed his Red Devils to pull off a famous victory against Spain 🇪🇸, as "
2209,2,2,64.1,64.1,0,NeShienu,1014,Moses Wetangula and Musalia Mudavadi Embarrassed  as thousands of football Fans Gathered at Old Masinde Muliro Stadium K
2210,3,2,855.0,690.0,0,ntvkenya,5352499,How State agencies spent Sh76bn on swanky offices as public buildings lay empty https://t.co/ig34aW21wN https://t.co/Jed
2225,4,2,978.9,153.9,0,NationAfrica,4265144,"Doctor’s grief: When medics meet to discuss how their patients died 
https://t.co/JETd3S53FW"
2233,3,2,330.6,330.6,0,StandardKenya,2732827,"The Middle East has been rocked by US and Iranian attacks of a scale unseen since an April ceasefire, as fighting over t"
2256,2,2,85.2,85.2,0,KTNNewsKE,879240,"Struggle for ambulances leaves lives at risk as Kenya unveils emergency response plan

https://t.co/Qmwz4W063O"
2287,3,3,18094.8,16921.4,0,OtienoEdwin16,878,@gabrieloguda WANTAM
2291,2,2,166.7,166.7,0,PeopleDailyKe,241444,"Emuhaya MP Milemba urges residents to support Kenya Kwanza govt for continued development projects

Read the whole story"
2317,2,2,81.5,81.5,0,PeopleDailyKe,241444,"Murkomen launches fresh attacks on Gachagua amid escalating war of words.

Read the whole story here:https://t.co/wjHgEU"
2341,2,2,120.0,120.0,0,K24Tv,3217136,Wamalwa urges Linda Mwananchi members to leave ODM https://t.co/HNcTaYd5JI
2343,4,4,12917.5,11637.4,0,urban_father,2646,WANTAM!
2437,4,2,790.6,790.6,0,StandardKenya,2732827,Political differences between William Ruto and former Deputy President Rigathi Gachagua continue to widen as the Preside
2442,3,3,654.5,341.5,1,Isaac_Otwoma,47862,"""We will Campaign for Sifuna with all we have, We will Make sure Sifuna is the Most Popular Presidential Candidate among"
2451,2,2,0.0,0.0,1,KTNNewsKE,879240,OPINION: I have lived long enough to know that every influential voice answers a question society has failed to answer. 
2460,2,2,0.2,0.2,1,TheKenyaPundit,6357,Leadership flourishes through service. Komboa Kenya inspires brighter opportunities for everyone. WiperOffice in Kiambu 
2462,3,2,44.5,44.5,1,JaphethOtieno01,15953,Goons also in Nyahururu deployed to attack the Linda Mwananchi team A. https://t.co/zxijLGinq4
2463,2,2,0.1,0.1,1,KTNNewsKE,879240,"Somalia's next presidential election is beginning to dominate political discourse, with four prominent figures emerging "
2466,2,2,239.9,239.9,0,NationAfrica,4265144,Kenyan author who used AI loses copyright claim in landmark ruling https://t.co/ddAG4ansrj
2468,2,2,5306.0,5306.0,0,Walukhaya,6,Do not be deceived by false narratives from activists. Tanzanian youth displayed patriotism by staying away from chaos a
2469,3,2,720.0,30.1,1,KTNNewsKE,879240,ODM leader Oburu Oginga has publicly declared that the party will not field a presidential candidate in the next General
2491,3,2,1741.9,34.4,1,NationAfrica,4265144,"2027 violence alert: Annan report predicts high probability of chaos 
https://t.co/CtzVQbpkKA"
2492,3,2,765.0,15.1,1,StandardKenya,2732827,"As goons and suspected police officers continue spreading terror in Ol Kalou, a reputable international observer group i"
2505,4,2,9989.8,9953.5,0,trondao,1762907,"TRC20-USDT on TRON surpassed 90B.

On TRON, the numbers speak for themselves:
🔺74.9M holding accounts
🔺2.4M+ daily trans"
2511,3,2,2006.3,186.4,0,NationAfrica,4265144,"‘I saw him sucked out of the plane's window’: Mid-air nightmare leaves passenger severely injured 
https://t.co/FHU0Tabe"
2513,5,2,1997.0,142.0,0,NationAfrica,4265144,"Court freezes licensing of new hot air balloon operators at Mara National Reserve 
https://t.co/7AGEy46XlC"
2514,2,2,684.5,684.5,0,thekenyatimes,34378,"If you are man enough, try me - Rigathi Gachagua tells CS Kipchumba Murkomen https://t.co/wZiaSXDIJd"
2515,2,2,3.4,3.4,1,PowerAfricaSola,4051,"This is your sign to invest in solar and save millions over the next 4 years. 

Stop watching your money drain away on s"
2526,2,2,10525.1,10525.1,0,kikositakatifu,198,@citizentvkenya Ata kasongo anashangaa vile huyu Ni fala
2527,14,14,7776.3,676.8,2,Mike_Kutola,9140,Kofi Annan Foundation has warned that Kenya faces an 84.1% probability of experiencing electoral violence next year
2528,2,2,25.6,25.6,1,StandardKenya,2732827,"Makadara Law Courts has released Police Constable (PC) Rashid Charo, a bodyguard attached to Youth and Sports Principal "
2529,4,2,1775.0,285.0,0,NationAfrica,4265144,"From boda rider to human rights defender: One man's fight against sexual violence in Mt Elgon #NationGender 
https://t.c"
2530,21,10,30857.7,13741.2,0,DeryaSim,184,ΟΜΤΚΥΧΓ  Katika Kenya (Kenya) tumia leo msimbo wa kuponi Temu / Temu kwa oda ya kwanza misimbo ya promo kuponi za punguz
2538,9,9,1014.1,853.8,0,AtticRealtors,45,The Urithi Fund is here. A dedicated portion of our petroleum and mineral revenues will now be preserved as a permanent 
2540,4,2,168.0,148.0,0,Isabela_KE,8697,Every citizen guarding their business instead of activist chaos builds more than thought. Economic stability comes from 
2589,4,2,1641.0,95.0,0,NationAfrica,4265144,"'Sh300m Uhuru offer' claim, UDA diehard: The many twists of Paul Waiganjo's Ol Kalou race https://t.co/8UK9Rm9SfD"
2604,2,2,80.3,80.3,0,KTNNewsKE,879240,The Vihiga County Government has accelerated the implementation of its five-year strategic plan aimed at transforming th
2610,4,2,1869.8,69.8,0,NationAfrica,4265144,The highwaymen: Gangs terrorise motorists on Nairobi-Mombasa route https://t.co/clsN3wMs46
2624,6,4,667.0,43.5,2,citizentvkenya,6853796,"Blow to Rastafarians as High Court rejects petition to legalise bhang for religious use, rules that they failed to show "
2626,5,2,2372.2,317.0,0,NationAfrica,4265144,"I earn twice as much as my man, will our relationship survive? 
https://t.co/OoNEADoQIW"
2678,3,3,1223.5,1216.1,0,GunnerAfrican,5580,"Kalonzo against Ruto, Ruto wins by 77%.
Matiang'i against Ruto, Ruto wins by 87%.
Sifuna against Ruto, Ruto wins by 67%."
2708,7,5,3125.2,1523.1,0,DanielNjoroge2,60,@MusaliaMudavadi https://t.co/2v7OVuWJgx
2715,2,2,19.6,19.6,1,Waithaka6362,47,@RealMatiangi Ruaraka land thief
2730,5,4,2183.3,177.1,1,bkairu5,1541,@kipmurkomen https://t.co/MzQIfN9GPG
2760,3,2,720.0,179.8,0,StandardKenya,2732827,"Campaigns have hit high gear in Ol Kalou constituency Nyandarua county, with only six days remaining before the official"
2767,2,2,157.0,157.0,0,Dr_Kwach,840,"If you are not talking about His Excellency the Rt. Hon Edwin Wakenya Sifuna EGH, the 6th president of the Republic of K"
2781,3,3,505.7,503.2,0,citizentvkenya,6853796,"Eric Omondi: I’m so hurt hearing Morara Kebaso mention hawa grandfathers (Kalonzo, Gachagua, Matiang’i) as the new leade"
2793,2,2,60.0,60.0,0,K24Tv,3217136,"Gachagua: Ruto’s deal with Wetang’ula, Mudavadi only benefited them https://t.co/Hcyh1rf3ht"
2795,21,19,2257.3,798.2,2,JoylineChebet1,8147,"@abbiezuena I am JOYLINE CHEBET daughter of the soil and i support Edwin Wakenya Sifuna as my President 
#SisiNdioSifuna"
2803,2,2,132.5,132.5,0,Nairobi_Leo,7540,Some of us believe that the biggest threat to devolution is State House -Edwin Sifuna. https://t.co/G3JPh8U3jb
2809,3,2,11.1,3.0,1,ntvkenya,5352499,Senator Edwin Sifuna loses ODM Sec-Gen battle as Registrar of Political Parties approves ouster https://t.co/Oer8G6O0MQ
2815,4,3,2589.0,1044.5,0,KTNNewsKE,879240,"The Kisumu County Government has officially opened the Baby Pendo Memorial Park, describing it as a place of remembrance"
2816,3,2,325.0,325.0,0,ntvkenya,5352499,"Banks enjoy record profits of Sh111bn in four months

https://t.co/l2Gw3RYXD3 https://t.co/8GYNHofaXB"
2819,3,2,1644.1,9.0,1,NationAfrica,4265144,"We will not sign: Hospitals reject SHA payout #HealthyNation 
https://t.co/tTQP8ENgzD"
2834,3,2,390.0,30.2,1,KTNNewsKE,879240,"Imagine having a spouse, with children but broke all together… this is the dilemma many young people across the globe ar"
2861,4,2,521.6,0.2,1,StandardKenya,2732827,"President William Ruto has assured Kenyans of an all-inclusive country in matters of development, saying no region will "
2864,5,4,495.2,255.7,0,kipmurkomen,2943021,We are strengthening cooperation with international partners to improve our response to both domestic and transnational 
2880,3,2,209.1,209.1,0,StandardKenya,2732827,A South Korean court sentenced former president Yoon Suk Yeol on Monday to two years in prison for illegally receiving f
2886,3,3,1122.4,563.2,1,HourlyNewsWave,223,"Kithure Kindiki donates a brand-new Toyota Prado TX to the Bishop of Abothuguchi Synod, Rev. Doreen Gakii Mwathe, to fac"
2887,3,2,718.0,718.0,0,StandardKenya,2732827,"Interior Principal Secretary Raymond Omollo has called on churches to remain sanctuaries of peace and unity.

https://t."
2930,3,2,449.4,59.4,1,KTNNewsKE,879240,President William Ruto has claimed that he will run an open government saying Kenya Kwanza does not fear any scrutiny fr
2933,2,2,11606.9,11606.9,0,royalmediatz,320685,"Chama Cha Mapinduzi (CCM) Wilaya ya Geita kimewataka Watanzania kutoshiriki maandamano yanayodaiwa kufanyika Julai 7, ki"
2968,2,2,233.8,233.8,0,citizentvkenya,6853796,"MP Caroli Omondi: Ruto’s administration is a kakistocracy. Today, the State is subcontracting goonism and they are using"
2969,2,2,16.8,16.8,1,NationAfrica,4265144,"OL KALOU: More than 1,000 police personnel deployed to secure the July 16 by-election, IG Kanja says; each polling stati"
2975,3,3,666.7,459.1,0,MaureenMur50993,27,@Gee_Muri #FufuaICC
2989,2,2,19.4,19.4,1,AmoPsychic,10111,"The events of Saba Saba showed that many Tanzanians chose stability over unrest. While activists pushed for disruption, "
2991,10,10,15293.1,931.5,2,kithebajuniar,3316,@citizentvkenya Wacha nicheke tu😂😂😂
2998,2,2,627.9,627.9,0,CaptainKipkorir,15806,"The progress of JM Kariuki Referral Hospital in Ol Kalou Constituency.

President Ruto means business. https://t.co/RCiW"
3001,2,2,461.8,461.8,0,Realkangethe,23370,"RiggyG reveals Kasongo, Sudi and Murkomen are planning to steal new KCC and that's why Murkomen is accusing him of incit"
3002,5,2,112.0,112.0,0,Isabela_KE,8697,Activists claiming Saba Saba victory are laughable. Citizens chose peaceful building over violence. Youth wisely continu
3007,2,2,22.2,22.2,1,CCarusheey,1093,"Sunday will be massive, Pauline will be there also ,,warm up for nyandarau edition 🔥😍 
#SisiNdioSifuna https://t.co/uYyl"
3023,5,3,10133.9,8325.1,0,HillaryGondi,101464,Edwin Sifuna https://t.co/c6z6KAlFeK
3029,2,2,0.0,0.0,1,StandardKenya,2732827,The Kenya National Examinations Council (KNEC) has opened the registration window for candidates wishing to sit the Nove
3033,4,2,659.6,89.6,0,ntvkenya,5352499,"Kenya Power has admitted that 15 transformers were removed from various locations in Mbeere North, Embu County, but insi"
3036,3,3,1391.1,900.2,0,KenyanSays,209881,""" The Ol Kalou by election will prove if Mr. Ethekon is ready for 2027""- Wiper Party Leader Kalonzo Musyoka! https://t.c"
