text,true,pred,p_pred
Shame on u 2!Mutua hs bn Governor 5yrs only.Roads hv been bad 4 decades. U want him to fix ALL roads with which resources?Stop engaging in mambo haujui,neither,offensive,0.91683215
All CORD MPs and governors who have been receiving hand-outs from Uhuru Ruto and gov't agencies such as NIS STOP it or i expose you.,neither,offensive,0.9165475
I have now come to the conclusion that William Ruto cannot repent. How can he vilify corruption and at the same time tell CSs to hide docs?,neither,offensive,0.9163681
@user__ bana kihii ni kihii tu,neither,offensive,0.91614133
we need youth leaders in leadership positions not twitter ninjas who can't seem to get their points across without matusi... nyakundi is not a leader he is just a sensationalist...,neither,offensive,0.91564786
We ain't Kenya belongs to kikuyu and kalenjins..the rest aren't individuals..they're slaves for kikuyus and kalenjins..time is coming.,offensive,hate,0.91524017
Baba is a blood hound he's told uhuru where all bodies are buried some in his own backyard unlike his poodle the EACC #UhuruEuroThieves,neither,offensive,0.91504425
Tunawakujia kama wewe no mwizi mthamaki muuaji u can't hide now #NoReformsNoElections,neither,offensive,0.9148268
LMAOOOO Kisiis are said to have mango shaped heads si me nimesema ni classic,offensive,hate,0.9147202
Youths @user has No Better plans for us except to brutally beat us using police on Oct 26 lets vote him out #NoReformsNoElections,neither,offensive,0.91445
Uhuru Kenyatta is in distress He needs.Ruto is powerful but we can't see him.Raila is busy with handshake in Europe.The Ps and Cs are forming a National Government Organised Cartels.Uhuru should disband all Ps and Cs and start afresh,neither,offensive,0.91426426
wa matha kai waikia njege kaara itina weeee. What a shame na hata hujaingia bunge ama kuapishwa. #PundaAmechoka,neither,offensive,0.9140553
tissue c tisu tissue ni ballot paper @user #MashujaaDay #noreformsnoelections,offensive,neither,0.91377074
We have been tolerating @user for last 8 months but he was a good clown to entertain ppl #RIP pic.twitter.com/C3EUl8M6RS,neither,offensive,0.91337526
We will announce Raila Odinga as the presidential winner if Wafula Chebukati doesn't do so #RailaPresser,neither,offensive,0.91259223
Believe me someone from a certain tribe is going to replace Chris Musando. We all know that tribe.. #RIPMsando,offensive,neither,0.9121693
With a rogue government luos will protest with a good government luos have no problem.What luos hate is cheating.,neither,hate,0.9121309
What the heck is Dave Nonis and ' Masai 'The Messiah' Ujiri been smoking ? Cause these guys are doing some smart off season moves! #BYEKOMI !,neither,offensive,0.91198444
Uhuru was selected by kikuyus and kalenjines we may mark boundaries soon then u imagine,offensive,hate,0.91181135
@user LMG's are retarded pic.twitter.com/lZysep6HTQ,neither,offensive,0.91166997
To @user Pwani is for all Kenyans but Mt. Kenya is for the Kikuyus ? The highest level of hypocrisy.,neither,offensive,0.91126925
You can't f&%%$%$ force someone to respect your illegitimate drunkard. A drunkard weed smoker who swore to protect and uphold our constitution human rights rule of law. You wanna respect him that's up to you. Raila is my President Miguna my General. #TanoTERROR,neither,offensive,0.91101706
Wajaluo wanapenda fulugu sasa na kulusha mawe ingekuwa niwao jubilee Kenya hangekuwa na amani sahii....,offensive,hate,0.91085607
Luos love opulence. Frauds masquerading as showcasing Luo culture are minting money from a dumb end generation through #LuoFestival . Tragic,offensive,hate,0.9106911
Uhuru is Mugabe because represents a tribe that has frustrated other Kenyans for over 4 decades. To us to Kikuyus vs Mugabe.,hate,offensive,0.9104361
Waithera does that really justify the use of live bullets??? Shoot to kill??? #StopKisumuKillings #LuoLivesMatter #kondele,neither,offensive,0.91026807
Those who have embezzled public resources looters thieves need to be handed capital punishment! In China if you embezzle or accepts bribes of over $463 000 (Sh46 Million) you will get the DEATH PENALTY! If Anne Waiguru was Chinese she would now be 6-feet under. #TanoTERROR,neither,offensive,0.91001123
Where is maendeleo ya wanaume? The chairman should replaced with nyakundi .,neither,offensive,0.90977377
This is only reason I hate uthamaki. Kikuyus feel so entitled to the presidency its disgusting....,offensive,hate,0.90950745
Luhyas have never been serious with politics. We've brokers like Khalwale Jirongo who unfortunately are relied upon 4 guidance.,neither,offensive,0.90878093
We are doomed as a nation if the best hash tags we can generate are #RailaTheWardogSince82 and #StopUhuruWarDogs,neither,offensive,0.90856856
Hao Masai waruke ruke hivyo alafu walipwe 4k,offensive,neither,0.90844023
Women are not our servants but our partners. No wonder many Kenyan ladies like mzungus. They think in the 21st century.,neither,offensive,0.9084103
This is what Raila anticipated for Kenyans to start incitement. The Devil is a liar. #ArrestKimaniNgunjiri,neither,offensive,0.9081152
Well Murang'a MCAs do what Kikuyus do when they disagree fight to the kill . Last man standing becomes king of all the idiots.,hate,offensive,0.90801454
Why is @user laughing like he is addressing a pre-wedding ceremony?? #PresidentialResultsKe #RailaPresser #iebcresults @user,offensive,neither,0.90783775
What did kikuyus do to you you are so full of hate,neither,hate,0.90737396
Tumia lining ya ngotha @user : nipatie hiyo kamba nikajihang RT @user : Kama haujaona gyal siddung video KILL YOURSELF,neither,offensive,0.90720356
We now see tge electoral bandits @user @user @user cooking figures #ElectionsBoycottKE #NowWeKnow #KenyaElections,neither,offensive,0.907086
You sound like a mad man! Have you gone mad? Or are you representing a cult of mad men? #NoReformsNoElections credible election only.,neither,offensive,0.9065313
Those are basically all the stereo types.You forgot luhyas only eat ugali and kisiis will leave a chic with a basin,neither,hate,0.9063854
We are first Kenyans then Christians & Muslims then Kikuyus & Luos Then Jubilee & Cord down that line ..,offensive,neither,0.9063771
We never left our homes we were busy following the voter turn outs. Let's see where the 9M will come from #Kenyanpolls #ElectionsBoycottKE,offensive,neither,0.90631896
I hate the fact that some Luos who are senior counsels are being used to fight their fellow Luos instead of teamwork & win the case.,neither,hate,0.9060197
What is our Githeri Media reporting about #MorphoFraudInKenya or are they waiting to be told what to report on ? #NoReformsNoElections,offensive,neither,0.90590924
What a country we are living in!! #dangerous #RipMsando,neither,offensive,0.90569746
All counties are corrupt! The Govenor and MCAs cannot watch one side EAT they must get a share of the meat! #CountyCheck254 Fukuza wote 2017,neither,offensive,0.905684
Ugly inside. Fugly outside. #Facebook correct yourself and apologize to the veteran you suspended. This round bish is the one who ought to be suspended. #HateSpeech #Racist #HateCrime #DownrightUgly,neither,offensive,0.9052259
We did not expect looters to accept that Eurobond Billions were looted #UhuruEuroThieves pic.twitter.com/y934C2wJd0,neither,offensive,0.9050818
Uhuru being rained on as he campaign for his birthday party that will be on 26th October 2017 #NoReformsNoElections pic.twitter.com/H8aSWgE81s,neither,offensive,0.90501183
This is why @user calls them gormless feminist. For how long shall Nazlin use her body to blackmail men? Nyakundi wararue bila huruma,neither,offensive,0.90468425
kikuyus will kill me.... Ati ukipata mkikuyu hell si ati ako apo juu ya dhambi...anauza fire extinguishers...,offensive,hate,0.90442187
Utoto ni kulia about 16% vAT on fuel and then go ahead and chant tano tena #WembeniUleUle,neither,offensive,0.90442044
Yes.It would reduce the portion ofnational taxes 2b stolen by the few tribal elites from Kalenjin & Kikuyus .I.e. y ur afraid?,neither,hate,0.90431213
Kikuyus are being intoxicated by corrupt power structures.,neither,hate,0.9041588
Whew guys had to block a slew of hate mongers tonight. Made the mistake of pointing out non-grammatical gibberish. They hate when you do that. #HateSpeech,offensive,neither,0.9040909
Wajaluo wabishi sana subiri Uhuru awanyooshe kwanza mshike adabu.,offensive,hate,0.90375334
True men under Matiang misused our land to kill and rig for Uhuru kisiis and kurias stand with Raila for change #NoReformsNoElections,neither,offensive,0.9033933
Kikuyus make me sick....just the other day u said that we should withdraw from Rome statute..hahahahahaha....sahi mnaitambua..haha..bimbe,neither,offensive,0.90318537
Where are those middle class coons who were all yappy about cars destroyed on the Southern Bypass. Luos are ...,neither,offensive,0.90303254
Why is Ruto so keen on rejects. He is allover receiving rejects from those who supported jubilee silently in August! #NoReformsNoElections,neither,offensive,0.90300953
Kambas are clever guys they can't be swayed by some 36 hungry slaves being paid 327/- to trend #WakambaWamecheswo,neither,offensive,0.9021763
When he sits behind a comp / smartphone Nyakundi is a GIANT. Yet he now wants to play camera shy with the media. Silly blogger,neither,offensive,0.9020331
Who are these Luhyas in Roots?,offensive,neither,0.9018901
Who came up with this stupid #? If he was indeed tribal he wouldn't have raised the issue of water project in muranga. #RailatheTribalChief,neither,offensive,0.9017753
this lie spread in kikuyu circles that RAO sacrificed his son wicked Uhuru #RailaTheWardogSince82,hate,offensive,0.9015972
Why barricade supreme court? Under whose instructions are the police acting? We must stop Uthamaki kingdom. #DemocracyOrSecession,neither,offensive,0.9014907
Yap mimi am typical RT @user : Mmm & are you pure Luhyas ? @user @user,neither,offensive,0.9010068
We never saw the 07 08' post election madness bt we're seeing ths n should stop it @user @user @user #ChoreaUkabila,neither,offensive,0.9009928
William Ruto is the Rift Valley kingpin. No doubt #wembeniuleule,neither,offensive,0.90064526
You nyakundi man you don't have heart when some of us are mourning coz of our children ua there tweeting nonsense shame on you,neither,offensive,0.90059745
Which western has declared? Luhyas are not dump they dont need brokers and people like Atwoli moving around with useless hyp.,hate,offensive,0.90051335
You are just wasting your time and taxpayers money kibukati and kiloba on 26th NO elections nasema ivo nkiwa makueni #NoReformsNoElections,neither,offensive,0.90045565
Kikuyus are the most hard-working Kenyans hence deserve to be awarded by their president!!,offensive,neither,0.90022963
Kikuyus would kill me ati if you want to make a kikiyu girl horny just tap her breasts with your wallet,hate,offensive,0.90015334
LUOS who SUPPORT RAILA are named PATRIOTS while KIKUYUS who SUPPORT UHURU are named TRIBALISTS.PROUD to be KIKUYU #AntiIEBCDemos,neither,hate,0.900146
Luos hate to hear demagogue's paying their tea bills especially if its from hotels such as Villa Rosa Amber Panafric Hotel....,neither,offensive,0.8996737
Those guys who call Kiss 100 on sundays to request songs are either kales or luhyas ! #wierdfact,neither,offensive,0.89959824
Ujinga ya wakikuyu ni kutoelewa kizungu. Kikuyu haiwezi kukunulia akili,offensive,hate,0.8994689
Uhuru being rained on as he campaign for his birthday party that will be on 26th October 2017 #NasaInMombasa #NoReformsNoElections pic.twitter.com/1OnjNhTQG6,neither,offensive,0.8992033
kambas are tired of jubilee moles this time round no one will bear with their belly politicc but send them home come 8th,neither,offensive,0.89868414
Unless punitive measures r introduced for election thieves people lik thary 4 B will continue mocking our intelligence #NoReformsNoElections,neither,offensive,0.8984061
We want real case files.ya nyakundi is child play,neither,offensive,0.89788747
Basically we are in a POLICE STATE and that will be the legacy of Uhuru's second term if Raila boycotts. #NoReformsNoElections pic.twitter.com/OxFJBjCF0h,neither,offensive,0.89709455
We focus alot on Nbi while other 46 counties are in a mess too. @user is a total failure Cinema Tu.,neither,offensive,0.8968726
We Have Already Decided That It's @user For President Mr Manoa MTACHOKA BURE !! #NoReformsNoElections,neither,offensive,0.8960414
Unfortunately your stopping too low. I don't engage with people suffering from inferiority complex. Kikuyus are also Kenyans.,offensive,neither,0.8942598
Hawa wakiuk wanaskia MZINGA 21 wanashanga ka itatosha iyo jeshi yote!!hehehe,neither,offensive,0.8941785
